internal_id,Award ID,Recipient Name,Award Amount,Total Outlays,Description,Contract Award Type,def_codes,COVID-19 Obligations,COVID-19 Outlays,Infrastructure Obligations,Infrastructure Outlays,Awarding Agency,Awarding Sub Agency,Start Date,End Date,recipient_id,prime_award_recipient_id,awarding_agency_id,agency_slug,generated_internal_id
15056335,FA861517C6045,LMT,1009397189.0,,KOREA F-16 C/D BLOCK 52 AIRCRAFT UPGRADE PROGRAM,DEFINITIVE CONTRACT,,,,,,Department of Defense,Department of the Air Force,2016-11-18,2027-06-30,6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C,,1173,department-of-defense,CONT_AWD_FA861517C6045_9700_-NONE-_-NONE-
38080557,W912ER16C0005,ACM,67231059.95,,"IGF::CT::IGF SUBJECT MATTER EXPERT SERVICES FOR MOSUL DAM, NINEVEH GOVERNORATE, IRAQ",DEFINITIVE CONTRACT,,,,,,Department of Defense,Department of the Army,2016-05-27,2018-05-31,5613b50e-28cb-41f8-331e-2fc18e08b0ae-C,,1173,department-of-defense,CONT_AWD_W912ER16C0005_9700_-NONE-_-NONE-
25889577,N0002416C6239,LHX,127680216.78,6719130.21,TB-34X TOWED ARRAY ASSEMBLY,DEFINITIVE CONTRACT,"['N', 'Q']",-1103239.66,0.0,,,Department of Defense,Department of the Navy,2016-04-07,2026-09-01,1d4a1db6-2268-7b21-2a38-5f2f0456d95a-C,,1173.0,department-of-defense,CONT_AWD_N0002416C6239_9700_-NONE-_-NONE-
26048907,N0016417CJQ71,LMT,295657346.0,35638696.5,FMS AN/AAQ-30A TARGET SIGHT SYSTEM (TSS),DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Defense Contract Management Agency,2016-12-22,2022-03-02,695d5739-ecc3-8484-ba2b-f9c8b4652a4a-C,,1173.0,department-of-defense,CONT_AWD_N0016417CJQ71_9700_-NONE-_-NONE-
23861128,HSCG2316CAFR625,BOLL,1916364639.41,,THE UNITED STATES COAST GUARD HAS A REQUIREMENT TO PROCURE UP TO TWENTY-SIX (26) FAST RESPONSE CUTTERS (FRCS) ON A FIRM FIXED PRICE (FFP) BASIS WITH AN ECONOMIC PRICE ADJUSTMENT (EPA).  PHASE II OF THE FRC PROGRAM WILL COMPLETE THE FLEET FOR A TOTAL OF 58 CUTTERS.,DEFINITIVE CONTRACT,"['9', 'C', 'Q']",,,,,Department of Homeland Security,U.S. Coast Guard,2016-05-04,2026-06-02,4499d230-8e56-a301-f0fa-ac4352a522c4-C,,766,department-of-homeland-security,CONT_AWD_HSCG2316CAFR625_7008_-NONE-_-NONE-
21856618,GSQ0016AJ0077,ACN,161353566.0,-19379.19,IGF::CT::IGF,DELIVERY ORDER,['Q'],,,,,General Services Administration,Federal Acquisition Service,2016-06-07,2021-09-06,d41a6b8a-9d6a-0d28-7e24-989e31731aad-C,,614,general-services-administration,CONT_AWD_GSQ0016AJ0077_4732_GS00Q09BGD0005_4735
31613859,SPRDL116C0273,GD,29458458.12,,"AWARDED AUGUST 24, 2016 TO GENERAL DYNAMICS LAND SYSTEMS FOR 273 EA DISTRIBUTION BOX (NSN: 6110-01-565-1117) WITH 100% OPTION.",DEFINITIVE CONTRACT,,,,,,Department of Defense,Defense Contract Management Agency,2016-08-24,2020-02-12,99938bc0-e262-06ff-9f94-386fd3da88dc-C,,1173,department-of-defense,CONT_AWD_SPRDL116C0273_9700_-NONE-_-NONE-
15030301,FA852817F0015,NOC,35646532.01,,IGF::OT::IGF SUPPORT AND SERVICES FOR ASQ-230 SENSOR.,DELIVERY ORDER,,,,,,Department of Defense,Department of the Air Force,2016-12-23,2022-07-30,b8c50d24-c4c4-e4d8-e427-7b995601fd88-C,,1173,department-of-defense,CONT_AWD_FA852817F0015_9700_FA852817D0013_9700
24288434,HSTS0116JHRM136,LDOS,38424725.06,,"IGF::CT::IGF THE PURPOSE OF TASK ORDER HSTS01-16-J-HRM136 OF THE BASE IDIQ CONTRACT HSTS01-08-D-HRM010 IS TO FUND THE BASE PERIOD OF THE EXTENSION OF SERVICES. THE BASE EXTENSION WILL BE FOR 3 MONTHS WITH THE PERIOD OF PERFORMANCE FROM JANUARY 2, 2017 TO MARCH 31, 2017. THE FUNDING AMOUNT FOR THE PR WILL BE $39,901,219 THAT WILL BE SEPARATED INTO VARIOUS CLINS.  CONTRACT #HSTS01-08-D-HRM010    CO:  CHARLES STRICKLAND CS:  MARY EARNHART PM:  MOHAMMED TAHER COR:  RENEE ROWLAND",DELIVERY ORDER,['Q'],,,,,Department of Homeland Security,Transportation Security Administration,2016-09-28,2017-06-30,7b5b9605-7dba-44fc-442d-37bf350b7a4b-C,,766,department-of-homeland-security,CONT_AWD_HSTS0116JHRM136_7013_HSTS0108DHRM010_7013
27911182,SAQMMA16L1315,ACN,27131244.91,,IGF::CL::IGF,BPA CALL,['Q'],,,,,Department of State,Department of State,2016-09-27,2019-03-31,d41a6b8a-9d6a-0d28-7e24-989e31731aad-C,,315,department-of-state,CONT_AWD_SAQMMA16L1315_1900_SAQMMA09A0173_1900
21856662,GSQ0017AJ0007,IBM,82041964.8,-526.27,IGF::OT::IGF - AWARD OF TASK ORDER TO SUPPORT GSA OFFICE OF HUMAN RESOURCE MANAGEMENT.,DELIVERY ORDER,['Q'],,,,,General Services Administration,Federal Acquisition Service,2016-11-18,2024-11-17,6ffc4386-853e-ef89-67e8-22c28ddcf15c-C,,614,general-services-administration,CONT_AWD_GSQ0017AJ0007_4732_GS02F0036U_4730
38593910,W91RUS16C0006,J,190123562.63,4789494.81,IGF::CL::IGF SCIENTIFIC AND ENGINEERING SUPPORT SERVICES,DEFINITIVE CONTRACT,"['N', 'Q']",1373037.74,4458155.02,,,Department of Defense,Department of the Army,2016-01-01,2024-04-30,435aa33d-8ca5-7631-ec18-85dbb07c6fa1-C,,1173,department-of-defense,CONT_AWD_W91RUS16C0006_9700_-NONE-_-NONE-
37476123,W58RGZ16C0030,NOC,89377781.47,,PURCHASE OF SERVICES,DEFINITIVE CONTRACT,,,,,,Department of Defense,Department of the Army,2016-05-13,2021-03-01,75dec7b1-56eb-4770-da4b-ac736121ab61-C,,1173,department-of-defense,CONT_AWD_W58RGZ16C0030_9700_-NONE-_-NONE-
27289378,NNS16AA25T,SAI,47081026.2,18398570.15,"IGF::OT::IGF INFORMATION TECHNOLOGY SERVICES THAT INCLUDE INFORMATION TECHNOLOGY PLANNING, POLICY AND MANAGEMENT SERVICES, APPLICATION AND SYSTEM SERVICES, AUDIO VISUAL AND VIDEO SERVICES, COMMUNICATION SERVICES AND TECHNOLOGY SUPPORT SERVICES AT STENNIS SPACE CENTER.  THIS WIDE RANGE OF INFORMATION TECHNOLOGY SERVICES WILL SUPPORT STENNIS IN ACCOMPLISHING INSTITUTIONAL, PROGRAM AND PROJECT OBJECTIVES FOR NASA, RESIDENT ORGANIZATIONS, ONSITE CONTRACTORS AND ONSITE COMMERCIAL TENANTS.",DELIVERY ORDER,['Q'],,,,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,2016-04-01,2021-09-30,0790449e-06e6-8211-1fd7-51c6b5a0effb-C,,862,national-aeronautics-and-space-administration,CONT_AWD_NNS16AA25T_8000_GS35F0491L_4730
4551885,0814,RTN,58687530.51,,IGF::OT::IGF AVIATION TRAINING SERVICES,DELIVERY ORDER,,,,,,Department of Defense,Department of the Army,2016-05-01,2017-10-31,9a1a05d2-9e68-40ad-a50b-cbe6fff280a6-C,,1173,department-of-defense,CONT_AWD_0814_9700_W900KK07D0001_9700
23580756,HHSO100201600026C,MDCO,98144230.0,28700662.57,THE MEDICINE COMPANY - ADVANCE THE DEVELOPMENT OF A PORTFOLIO OF ANTI-INFECTIVE PROGRAMS. IGF::OT::IGF,DEFINITIVE CONTRACT,['Q'],,,,,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,2016-09-15,2030-09-30,403fb556-f912-d86c-9240-cb3fbfc9b281-C,,806,department-of-health-and-human-services,CONT_AWD_HHSO100201600026C_7505_-NONE-_-NONE-
14139145,EH07,CACI,181716232.7,,"IGF::OT::IGF SOLICITATION SEEKS A CONTRACTOR ABLE TO PROVIDE EXPERTISE IN THE AREAS OF PROGRAM MANAGEMENT, BUSINESS AND FINANCIAL MANAGEMENT PLANNING AND EXECUTION, SYSTEMS ENGINEERING, MISSION SYSTEMS ENGINEERING, PRODUCTION PLANNING AND ENGINEERING, TEST AND EVALUATION ENGINEERING, LIFE CYCLE ENGINEERING AND SUPPORT AND FLEET INTRODUCTION AND OPERATIONAL READINESS.  TASKS SHALL BE EXECUTED IN WASHINGTON DC; MARINETTE, WS; MOBILE, AL; SAN DIEGO, CA; MAYPORT, FL AND BATH, ME AS REQUIRED.",DELIVERY ORDER,,,,,,Department of Defense,Department of the Navy,2016-07-27,2023-07-26,28eee911-76af-7147-f760-4ec5f90bec2d-C,,1173,department-of-defense,CONT_AWD_EH07_9700_N0017804D4030_9700
5589027,1636,LHX,31008213.97,,ACAT III BIG SAFARI VC-25A BLOCK 1 MODIFICATION,DELIVERY ORDER,,,,,,Department of Defense,Department of the Air Force,2016-04-19,2019-11-29,9a8e6a0a-4913-b84b-e426-8fdaeb54a427-C,,1173,department-of-defense,CONT_AWD_1636_9700_FA862011G4025_9700
25882536,N0001916C0002,RTN,1796560637.02,113486004.89,IGF::OT::IGF  NEXT GENERATION JAMMER (NGJ) ENGINEERING&MANUFACTURING DEVELOPMENT (EMD) PHASE,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Department of the Navy,2016-04-13,2024-12-31,b6b091bb-570b-bf26-3e7a-b4a1a7c2d61a-C,,1173,department-of-defense,CONT_AWD_N0001916C0002_9700_-NONE-_-NONE-
28604662,SP060015C8302,AWK,83173675.19,4008230.3,"IGF::OT::IGF CONTRACT AWARDED FOR THE PRIVATIZATION OF THE WATER DISTRIBUTION AND WASTEWATER COLLECTION SYSTEMS AT VANDENBERG AFB, CA.",DEFINITIVE CONTRACT,"['N', 'Q']",-1222956.0,0.0,,,Department of Defense,Defense Logistics Agency,2016-06-01,2066-05-31,46f97fce-25e6-b6f1-149e-4dae53576e82-C,,1173,department-of-defense,CONT_AWD_SP060015C8302_9700_-NONE-_-NONE-
36094295,VA24017E0183,MCK,63067629.71,,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2017 OCT-MAR,DELIVERY ORDER,,,,,,Department of Veterans Affairs,Department of Veterans Affairs,2016-10-01,2017-03-31,b54de748-ee64-a1e6-546e-e7007b054797-C,,561,department-of-veterans-affairs,CONT_AWD_VA24017E0183_3600_VA797P12D0001_3600
26261621,N0018916CZ032,RTN,122802248.7,3688046.3,IGF::OT::IGF  ROTHR OPERATION AND MAINTENANCE SERVICES,DEFINITIVE CONTRACT,"['C', 'N', 'Q']",5874329.6,0.0,,,Department of Defense,Department of the Navy,2016-05-01,2021-04-30,4a228748-a256-002e-de46-4dd145e98dfe-C,,1173,department-of-defense,CONT_AWD_N0018916CZ032_9700_-NONE-_-NONE-
21856583,GSQ0016AJ0007,SAIC,73089645.55,-68556.44,"IGF::CL::IGF                   TECHNICAL, ANALYTICAL, OPERATIONAL, PROGRAMMATIC, AND PLANNING SUBJECT MATTER EXPERTISE",DELIVERY ORDER,['Q'],,,,,General Services Administration,Federal Acquisition Service,2016-05-26,2021-08-25,20af0683-f17d-1f8f-38ee-2f11bd124559-C,,614,general-services-administration,CONT_AWD_GSQ0016AJ0007_4732_GS00Q14OADU130_4732
15030293,FA852817F0006,GD,41471337.91,,U-2 OPTICS SUPPORT AND SUSTAINMENT.,DELIVERY ORDER,,,,,,Department of Defense,Defense Contract Management Agency,2016-11-01,2017-10-31,5bfb9ab2-f7c6-35fa-f7ee-bae0b11cd2b5-C,,1173,department-of-defense,CONT_AWD_FA852817F0006_9700_FA852816D0008_9700
