internal_id,Award ID,Recipient Name,Award Amount,Total Outlays,Description,Contract Award Type,def_codes,COVID-19 Obligations,COVID-19 Outlays,Infrastructure Obligations,Infrastructure Outlays,Awarding Agency,Awarding Sub Agency,Start Date,End Date,recipient_id,prime_award_recipient_id,awarding_agency_id,agency_slug,generated_internal_id
79042040,FA811019F0002,NOC,35002335.23,207107.69,B-2 SUSTAINING ENGINEERING,DELIVERY ORDER,"['E', 'Q']",,,,,Department of Defense,Department of the Air Force,2019-01-01,2023-11-30,a4e18d9e-ec75-2c26-9475-543f727fdbe7-C,,1173,department-of-defense,CONT_AWD_FA811019F0002_9700_FA861614D6060_9700
79084205,FA852819C0002,RTX,165872240.8,6041337.95,CLS SUPPORT AND SERVICES APPLICABLE TO THE REAPER MQ-9 SENSOR PROGRAM,DEFINITIVE CONTRACT,"['E', 'N', 'Q']",-5935514.29,4390492.18,,,Department of Defense,Department of the Air Force,2019-01-01,2023-08-30,f5a16ae3-dea9-9665-e3ae-4580e21e57fc-C,,1173,department-of-defense,CONT_AWD_FA852819C0002_9700_-NONE-_-NONE-
79397929,FA882319F1001,LMT,87199749.28,-658.29,GLOBAL POSITIONING SYSTEM CONTROL SEGMENT II,DELIVERY ORDER,['E'],,,,,Department of Defense,Department of the Air Force,2019-01-01,2019-12-31,ac6353b4-94a7-285e-be38-bd8a7af11663-C,,1173,department-of-defense,CONT_AWD_FA882319F1001_9700_FA882319D0001_9700
76715253,47QFDA19C0002,BK,97962566.4,,"HOSTING MIGRATION; POOL PROCESSING AGENT / CENTRAL PAYING AND TRANSFER AGENT (PPA/CPTA), AND OPERATIONS AND MAINTENANCE SERVICES IN SUPPORT OF THE GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE)IGF::OT::IGF",DEFINITIVE CONTRACT,['Q'],,,,,General Services Administration,Federal Acquisition Service,2019-01-01,2021-02-28,cd0f60ee-dbea-73b6-fb91-369921391557-C,,614,general-services-administration,CONT_AWD_47QFDA19C0002_4732_-NONE-_-NONE-
84098501,W58RGZ19F0175,GE,70742930.13,,AWARD ARMY MATERIAL FOR THE IV TELSS CONTRACT. IN SUPPORT OF THE CORPUS CHRISTI ARMY DEPOT.,DELIVERY ORDER,,,,,,Department of Defense,Department of the Army,2019-01-01,2020-03-31,61dfb4da-ba2f-398f-13e9-5792607bf051-C,,1173,department-of-defense,CONT_AWD_W58RGZ19F0175_9700_W58RGZ18D0023_9700
78857754,FA811019F0003,NOC,38928074.83,,CY19 PERFORMANCE-BASED LOGISTICS (PBL) B-2 SOFTWARE SUSTAINMENT (SWS).,DELIVERY ORDER,,,,,,Department of Defense,Department of the Air Force,2019-01-01,2019-12-31,a4e18d9e-ec75-2c26-9475-543f727fdbe7-C,,1173,department-of-defense,CONT_AWD_FA811019F0003_9700_FA861614D6060_9700
79042039,FA811019F0001,NOC,129620322.28,393898.97,CY19 B-2 PROGRAMMED DEPOT MAINTENANCE (PDM),DELIVERY ORDER,"['E', 'Q']",,,,,Department of Defense,Department of the Air Force,2019-01-01,2020-10-31,a4e18d9e-ec75-2c26-9475-543f727fdbe7-C,,1173,department-of-defense,CONT_AWD_FA811019F0001_9700_FA861614D6060_9700
79351787,N0038319F0P61,GE,55448415.24,,F414 FLEET SUPPORT PBL DO,DELIVERY ORDER,,,,,,Department of Defense,Department of the Navy,2019-01-01,2019-03-31,66092799-9c72-fde6-e008-9d381191aed2-C,,1173,department-of-defense,CONT_AWD_N0038319F0P61_9700_N0038318DP601_9700
79042238,N0038319F0U50,"BA, TXT",960852737.0,,V-22 PBL PERIOD OF PERFORMANCE 1 (1 JANUARY 2019 - 31 DECEMBER 2019),DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Navy,2019-01-01,2021-12-31,846d3ff4-b2cb-3924-018c-2dee1e0259b7-C,,1173,department-of-defense,CONT_AWD_N0038319F0U50_9700_N0038319DU501_9700
77887234,SPRBL119F0055,RTX,234193297.92,132490330.74,PATRIOT PBL REQUIREMENT,DELIVERY ORDER,['Q'],,,,,Department of Defense,Defense Logistics Agency,2019-01-01,2025-12-31,cce9df51-3950-87f4-0b34-4353d5a08f32-C,,1173,department-of-defense,CONT_AWD_SPRBL119F0055_9700_SPRBL115D0017_9700
