internal_id,Award ID,Recipient Name,Award Amount,Total Outlays,Description,Contract Award Type,def_codes,COVID-19 Obligations,COVID-19 Outlays,Infrastructure Obligations,Infrastructure Outlays,Awarding Agency,Awarding Sub Agency,Start Date,End Date,recipient_id,prime_award_recipient_id,awarding_agency_id,agency_slug,generated_internal_id
156528925,W31P4Q23C0014,LMT,72266131.1,4042046.78,LETTER CONTRACT - FUNDING,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Department of the Army,2023-01-01,2025-02-28,779b3e3e-364f-7cbc-28a4-a2b4484b86f4-C,,1173.0,department-of-defense,CONT_AWD_W31P4Q23C0014_9700_-NONE-_-NONE-
156371834,1202SC23K2501,PRM,48382720.53,48376606.68,"NATIONAL RETARDANT - FULL SERVICE, 2023 IQ-NOCOMMIT",DELIVERY ORDER,"['AAC', 'Q']",,,,,Department of Agriculture,Forest Service,2023-01-01,2024-07-12,d7665c4a-faef-2a5a-e1c1-ac4f097e6df0-C,,95,department-of-agriculture,CONT_AWD_1202SC23K2501_12C2_12024B18D9025_12C2
157423968,FA820523F0510,LMT,97908117.0,,INTEGRATED MAINTENANCE INFROMATION SYSTEM SUSTAINMENT SERVICES,DELIVERY ORDER,,,,,,Department of Defense,Department of the Air Force,2023-01-01,2027-12-31,6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C,,1173,department-of-defense,CONT_AWD_FA820523F0510_9700_FA820518D0001_9700
157558336,N0002423C5123,LMT,547295788.93,6099465.92,AEGIS F&S CONTRACT AWARD,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Department of the Navy,2023-01-01,2029-12-31,d7df489c-5a15-3e1b-e7fa-0e93eb94a166-C,,1173.0,department-of-defense,CONT_AWD_N0002423C5123_9700_-NONE-_-NONE-
155329751,36C10B23F0039,IBM,162434765.95,125448293.88,"SUSTAINMENT, ENHANCEMENT AND TRANSITION SUPPORT OF VAS ENTERPRISE CORE HR SOLUTION - HRSMART.  THE CONTRACTOR WILL ENSURE ALIGNMENT WITH THE FEDERAL HUMAN CAPITAL BUSINESS REFERENCE MODEL AND FUNCTIONALITY SUPPORTED IAW VA OIT GUIDANCE AND POLICY.",DELIVERY ORDER,['Q'],,,,,Department of Veterans Affairs,Department of Veterans Affairs,2023-01-01,2025-03-31,cae13eb7-b259-520c-9ae0-a46eb3ea2acd-C,,561,department-of-veterans-affairs,CONT_AWD_36C10B23F0039_3600_GS35F110DA_4732
157161871,N0038323F0ZN0,GE,172959623.56,,F414 DEPOT COMPONENT SUPPORT PERFORMANCE BASED LOGISTICS,DELIVERY ORDER,,,,,,Department of Defense,Department of the Navy,2023-01-01,2023-08-31,66092799-9c72-fde6-e008-9d381191aed2-C,,1173,department-of-defense,CONT_AWD_N0038323F0ZN0_9700_N0038321DZN01_9700
157363753,FA825123F0013,HON,224238993.84,,"ENTERPRISE PERFORMANCE BASED LOGISTICS CONTRACT FOR SECONDARY POWER SUPPORT FOR B-1, B-2, E-3, F-15, C-130, F-16, A-10, AND GROUND CARTS. PERFORMANCE AT HILL AFB IN SUPPORT OF 419 SUPPLY CHAIN MANAGEMENT SQUADRON.",DELIVERY ORDER,,,,,,Department of Defense,Department of the Air Force,2023-01-01,2023-12-31,360760cb-a2ed-6aa4-2d81-a7909557d12c-C,,1173,department-of-defense,CONT_AWD_FA825123F0013_9700_SPRPA118D001U_9700
169852729,N0001924F0083,BA,36581731.67,,"INTEGRATED PRODUCT SUPPORT (IPS) FOR ALL NAVY, MARINE CORPS, AND THE GOVERNMENT OF SPAIN, CANADA, SWITZERLAND, MALAYSIA, KUWAIT, AUSTRALIA, AND FINLAND'S F/A-18A-F AND EA-18G AIRCRAFT.",DELIVERY ORDER,,,,,,Department of Defense,Department of the Navy,2023-01-01,2024-09-30,9ab85632-42cc-5fa4-2a9c-d734034ddd33-C,,1173,department-of-defense,CONT_AWD_N0001924F0083_9700_N0001921G0006_9700
157557619,FA873023F0021,LDOS,74705791.19,,SYSTEM ENGINEERING INTEGRATION (SEIC) CONTRACT II,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Air Force,2023-01-01,2024-12-31,876f1621-8b69-d47c-7fa6-933c63b9da44-C,,1173,department-of-defense,CONT_AWD_FA873023F0021_9700_FA873017D0004_9700
157557426,FA810523F0008,LMT,28054026.67,,KC-10 ENGINE CLS,DELIVERY ORDER,,,,,,Department of Defense,Defense Contract Management Agency,2023-01-01,2024-07-31,6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C,,1173,department-of-defense,CONT_AWD_FA810523F0008_9700_FA810517D0002_9700
