internal_id,Award ID,Recipient Name,Award Amount,Total Outlays,Description,Contract Award Type,def_codes,COVID-19 Obligations,COVID-19 Outlays,Infrastructure Obligations,Infrastructure Outlays,Awarding Agency,Awarding Sub Agency,Start Date,End Date,recipient_id,prime_award_recipient_id,awarding_agency_id,agency_slug,generated_internal_id
64462992,FA820518F0002,LMT,28431951.0,42582.13,IGF::OT::IGF COMPREHENSIVE F-22 AIR VEHICLE SUSTAINMENT SERVICES,DELIVERY ORDER,"['E', 'N', 'Q']",968086.0,0.0,,,Department of Defense,Department of the Air Force,2018-01-01,2025-12-31,6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C,,1173,department-of-defense,CONT_AWD_FA820518F0002_9700_FA820518D0001_9700
64157199,FA811018F0001,NOC,118648205.08,,B-2 PROGRAMMED DEPOT MAINTENANCE (PDM),DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Air Force,2018-01-01,2021-01-31,a4e18d9e-ec75-2c26-9475-543f727fdbe7-C,,1173,department-of-defense,CONT_AWD_FA811018F0001_9700_FA861614D6060_9700
63886091,N0038318F0BG1,GE,44298262.75,,DO 0003 FOR DCS PBL (JAN 2018 - MAR 2018),DELIVERY ORDER,,,,,,Department of Defense,Department of the Navy,2018-01-01,2018-03-31,66092799-9c72-fde6-e008-9d381191aed2-C,,1173,department-of-defense,CONT_AWD_N0038318F0BG1_9700_N0038317DBG01_9700
71956927,36C24818K1018,MCK,60868401.69,,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2018 JAN-MAR,DELIVERY ORDER,,,,,,Department of Veterans Affairs,Department of Veterans Affairs,2018-01-01,2018-03-31,b54de748-ee64-a1e6-546e-e7007b054797-C,,561.0,department-of-veterans-affairs,CONT_AWD_36C24818K1018_3600_VA797P12D0001_3600
65202669,1072,RTX,29198085.35,,COUNTER IMPROVISED EXPLOSIVE DEVICE/EXPLOSIVE ORDNANCE DISPOSAL (CIED/EOD) TRAINING OVER AND ABOVE WORK REQUEST (OAWR) BCXX-COS-CIED-001-0 WFF CONTRACTING OFFICE REQUEST FOR PRICING WKRP 10799 CASE W5-B-UCY (ANA) CASE W5-B-UCX (ANP),DELIVERY ORDER,,,,,,Department of Defense,Department of the Army,2018-01-01,2019-12-31,9a1a05d2-9e68-40ad-a50b-cbe6fff280a6-C,,1173,department-of-defense,CONT_AWD_1072_9700_W900KK18D0008_9700
65184029,FA820518F0003,LMT,148639300.16,144426.7,IGF::OT::IGF COMPREHENSIVE F-22 VEHICLE SUSTAINMENT SERVICES,DELIVERY ORDER,"['N', 'Q']",-32796.36,32796.36,,,Department of Defense,Department of the Air Force,2018-01-01,2024-07-12,6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C,,1173,department-of-defense,CONT_AWD_FA820518F0003_9700_FA820518D0001_9700
64464026,FA811018F0002,NOC,36409400.0,48522.58,CY18 B-2 SUSTAINING ENGINEERING (SE) SUSTAINMENT.,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Air Force,2018-01-01,2023-08-23,a4e18d9e-ec75-2c26-9475-543f727fdbe7-C,,1173,department-of-defense,CONT_AWD_FA811018F0002_9700_FA861614D6060_9700
64466521,FA820518F0005,LMT,138635236.0,2614507.84,IGF::OT:IGF  COMPREHENSIVE F-22 AIR VEHICLE SUSTAINMENT SERVICES,DELIVERY ORDER,"['E', 'N', 'Q']",4236405.1,0.0,,,Department of Defense,Department of the Air Force,2018-01-01,2024-06-21,6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C,,1173,department-of-defense,CONT_AWD_FA820518F0005_9700_FA820518D0001_9700
75369229,15JPSS18F00000167,IBM,57784023.26,53727564.12,"THE CONTRACTOR SHALL DESIGN, DEVELOP, AND IMPLEMENT ENHANCEMENTS AND NEW FUNCTIONALITY TO THE EXISTING CLAIMS MANAGEMENT SYSTEM IN ACCORDANCE WITH THE STATEMENT OF WORK AND CONTRACTOR'S PROPOSAL DATED DECEMBER 15, 2017.",DELIVERY ORDER,['Q'],,,,,Department of Justice,"Offices, Boards and Divisions",2018-01-01,2023-06-30,6ffc4386-853e-ef89-67e8-22c28ddcf15c-C,,252,department-of-justice,CONT_AWD_15JPSS18F00000167_1501_GS00F005DA_4732
64469998,FA820518F0001,LMT,3674786193.93,119968490.02,IGF::OT::IGF COMPREHENSIVE F-22 VEHICLE SUSTAINMENT SERVICES,DELIVERY ORDER,"['E', 'N', 'Q']",-74572202.27,83010847.27,,,Department of Defense,Department of the Air Force,2018-01-01,2023-07-31,6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C,,1173,department-of-defense,CONT_AWD_FA820518F0001_9700_FA820518D0001_9700
