internal_id,Award ID,Recipient Name,Award Amount,Total Outlays,Description,Contract Award Type,def_codes,COVID-19 Obligations,COVID-19 Outlays,Infrastructure Obligations,Infrastructure Outlays,Awarding Agency,Awarding Sub Agency,Start Date,End Date,recipient_id,prime_award_recipient_id,awarding_agency_id,agency_slug,generated_internal_id
71957608,N0038318F0P60,GE,28022222.24,,F414 FS PBL DO,DELIVERY ORDER,,,,,,Department of Defense,Department of the Navy,2018-08-01,2018-09-30,66092799-9c72-fde6-e008-9d381191aed2-C,,1173,department-of-defense,CONT_AWD_N0038318F0P60_9700_N0038318DP601_9700
68826698,H9240318F0031,RTX,69436551.18,,SILENT KNIGHT RADAR (SKR) SYSTEMS,DELIVERY ORDER,,,,,,Department of Defense,U.S. Special Operations Command,2018-06-28,2022-06-30,f5a16ae3-dea9-9665-e3ae-4580e21e57fc-C,,1173,department-of-defense,CONT_AWD_H9240318F0031_9700_H9222216D0033_9700
67513050,N0001918F2334,NOC,74688510.19,11584956.35,AERIAL REFUELING (AR) RETROFIT KITS AND RELATED SUPPORT EQUIPMENT,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Navy,2018-05-02,2022-09-30,a398e5f8-3381-5983-2fb6-c60a3f701eb4-C,,1173,department-of-defense,CONT_AWD_N0001918F2334_9700_N0001915G0026_9700
65811676,0615,IPG,49779911.11,,"ARMY MARKETING AND ADVERTISING PROGRAM RFTO 18-021 NATIONAL ONLINE MEDIA AMRG FUNDING - LABOR, ODES AND MEDIA (FY18)",DELIVERY ORDER,,,,,,Department of Defense,Department of the Army,2018-01-31,2018-12-31,709fccd9-ebd1-2326-1115-94b0deeb7b6c-C,,1173,department-of-defense,CONT_AWD_0615_9700_W9124D11D0036_9700
67478429,N0001918C1041,LMT,1452988007.58,19180935.81,FY18 GLOBAL F-35A REP/ROR,DEFINITIVE CONTRACT,"['E', 'Q']",,,,,Department of Defense,Defense Contract Management Agency,2018-04-30,2018-04-30,6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C,,1173,department-of-defense,CONT_AWD_N0001918C1041_9700_-NONE-_-NONE-
62638147,36C10B18N10040007,LDOS,372238646.36,,IGF::OT::IGF  INFRASTRUCTURE OPERATIONS SERVICES SUPPORT,DELIVERY ORDER,,,,,,Department of Veterans Affairs,Department of Veterans Affairs,2018-03-07,2021-12-31,2650b479-b3d6-2b7b-2e7a-be66e4d523a0-C,,561,department-of-veterans-affairs,CONT_AWD_36C10B18N10040007_3600_VA11816D1004_3600
66499464,N6523618F3044,CACI,32186662.98,1649188.36,"KEY MANAGEMENT ENGINEERING, INSTALL, TRAINING AND SUSTAINMENT SERVICES",DELIVERY ORDER,"['N', 'Q']",-204146.97,300241.59,,,Department of Defense,Department of the Navy,2018-03-05,2023-02-18,28eee911-76af-7147-f760-4ec5f90bec2d-C,,1173.0,department-of-defense,CONT_AWD_N6523618F3044_9700_N0017804D4030_9700
73090980,75N95019F00029,KELYA,30911742.8,0.0,"SCIENTIFIC, TECHNICAL AND OTHER PROFESSIONAL SUPPORT SERVICES (STOPS)",DELIVERY ORDER,['Q'],,,,,Department of Health and Human Services,National Institutes of Health,2018-10-26,2021-07-13,3b892078-df85-fd93-42ad-7c86d68bc7e4-C,,806,department-of-health-and-human-services,CONT_AWD_75N95019F00029_7529_75N95018D00012_7529
76663525,N6264518F0620,LDOS,47410917.28,1043738.84,BASE PERIOD-DEPLOYMENT HEALTH RESEARCH,DELIVERY ORDER,"['N', 'Q']",-321763.3,0.0,,,Department of Defense,Department of the Navy,2018-09-30,2024-08-27,e77c753b-6638-3d5b-442e-c1225ca669d6-C,,1173.0,department-of-defense,CONT_AWD_N6264518F0620_9700_GS00Q14OADU420_4732
65275535,N0001918F6027,BA,28370875.04,,LAND-BASED UAS ISR SERVICES. IGF::OT::IGF,DELIVERY ORDER,,,,,,Department of Defense,Department of the Navy,2018-01-02,2020-03-23,916598b8-2c9a-55ce-2b77-9752e162e362-C,,1173,department-of-defense,CONT_AWD_N0001918F6027_9700_N0001917D0095_9700
73088877,N0002418C2406,HII,4538297861.5,0.0,LPD 30 LLTM,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Department of the Navy,2018-08-02,2031-03-01,1eb5d9d6-aabf-3228-e6ab-79cf9729c9d7-C,,1173,department-of-defense,CONT_AWD_N0002418C2406_9700_-NONE-_-NONE-
