internal_id,Award ID,Recipient Name,Award Amount,Total Outlays,Description,Contract Award Type,def_codes,COVID-19 Obligations,COVID-19 Outlays,Infrastructure Obligations,Infrastructure Outlays,Awarding Agency,Awarding Sub Agency,Start Date,End Date,recipient_id,prime_award_recipient_id,awarding_agency_id,agency_slug,generated_internal_id
25890004,N0002417F4122,GE,27121433.0,,GE LM2500 PBT HOT SECTION HARDWARE,DELIVERY ORDER,,,,,,Department of Defense,Department of the Navy,2017-09-25,2018-11-23,66092799-9c72-fde6-e008-9d381191aed2-C,,1173,department-of-defense,CONT_AWD_N0002417F4122_9700_SPE4A117G0008_9700
62840201,FA862518F7019,LMT,30881843.54,91386.02,ACAT III C-130J FYOC ADS-B OUT PRODUCTION,DELIVERY ORDER,['Q'],,,,,Department of Defense,Department of the Air Force,2017-12-13,2023-08-25,4051d253-67f0-30bd-2c7f-5eb539533924-C,,1173,department-of-defense,CONT_AWD_FA862518F7019_9700_FA862516D6458_9700
15056409,FA861717C6216,TXT,140280245.86,,IGF::OT::IGF ARGENTINA T-6C+,DEFINITIVE CONTRACT,,,,,,Department of Defense,Department of the Air Force,2017-04-25,2023-12-31,d6740fa2-bd78-bc2f-e76f-2fb34872ba55-C,,1173,department-of-defense,CONT_AWD_FA861717C6216_9700_-NONE-_-NONE-
6810256,36C24E18K0014,MCK,36519443.71,,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2017 SEP,DELIVERY ORDER,,,,,,Department of Veterans Affairs,Department of Veterans Affairs,2017-09-01,2017-09-30,b54de748-ee64-a1e6-546e-e7007b054797-C,,561,department-of-veterans-affairs,CONT_AWD_36C24E18K0014_3600_VA797P12D0001_3600
25710010,M6785417C6002,LMT,34489791.94,0.0,DREX EDM DEVELOPMENT,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Defense Contract Management Agency,2017-08-24,2022-01-02,687c4cc7-53f1-d028-875d-2fc73de19122-C,,1173,department-of-defense,CONT_AWD_M6785417C6002_9700_-NONE-_-NONE-
62336992,HQ014718C0007,LMT,125663126.27,,MBRV/RVSM -7C2/-8C2 DEVELOPMENT&PRODUCTION,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Missile Defense Agency,2017-11-17,2027-01-31,894dbedb-aca8-9b52-0a82-3b0fd8713b6d-C,,1173,department-of-defense,CONT_AWD_HQ014718C0007_9700_-NONE-_-NONE-
22955489,HC102817F1229,HPE,59438485.94,,IGF::CT::IGF,DELIVERY ORDER,,,,,,Department of Defense,Defense Information Systems Agency,2017-10-01,2018-09-30,af8850df-7469-be9b-104e-e8e1f10514ab-C,,1173,department-of-defense,CONT_AWD_HC102817F1229_9700_HC102813D0002_9700
14993316,FA820418C0009,LMT,34605044.23,-1008.86,IGF::OT::IGF AIRBORNE LAUNCH CONTROL SYSTEM REPLACEMENT (ALCS-R) TECHNICAL MATURATION RISK REDUCTION (TMRR) EFFORT,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Defense Contract Management Agency,2017-10-03,2022-12-03,6e7a895c-aa57-8600-2a8a-4e237f6213f6-C,,1173,department-of-defense,CONT_AWD_FA820418C0009_9700_-NONE-_-NONE-
25893188,N0003017C0045,LMT,82843808.89,113183.58,FY17 UK SSI INC 4 PROCURE OF ON-BOARD IGF::CT::IGF,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Defense Contract Management Agency,2017-01-01,2019-04-30,0701db1f-8045-4e60-83f7-5fd066cdf38d-C,,1173,department-of-defense,CONT_AWD_N0003017C0045_9700_-NONE-_-NONE-
24288590,HSTS0117JHRM073,ACN,38736310.57,,IGF::OT::IGF THE PURPOSE OF THIS TASK ORDER IS TO FUND THE O&M CLINS FOR RECRUITMENT&HIRING OPERATIONAL SERVICES AT THE TSA FOR OPTION PERIOD 1. THE PERIOD OF PERFORMANCE WILL BE TWO-MONTHS.,DELIVERY ORDER,['Q'],,,,,Department of Homeland Security,Transportation Security Administration,2017-04-01,2018-03-31,d41a6b8a-9d6a-0d28-7e24-989e31731aad-C,,766,department-of-homeland-security,CONT_AWD_HSTS0117JHRM073_7013_HSTS0116DHRM037_7013
36092012,VA119A17C0066,BAH,181220254.43,12679930.9,IGF::CT::IGF  TAP SUPPORT SERVICES,DEFINITIVE CONTRACT,['Q'],,,,,Department of Veterans Affairs,Department of Veterans Affairs,2017-09-29,2021-06-09,ffca72e5-fba2-798a-6969-2a6c45e9f985-C,,561,department-of-veterans-affairs,CONT_AWD_VA119A17C0066_3600_-NONE-_-NONE-
24290304,HSTS0217JOIA112,ACN,33708220.18,,TIM AGILE DEVELOPMENT AND O&M-TASK ORDER 7  IGF::OT::IGF,DELIVERY ORDER,['Q'],,,,,Department of Homeland Security,Transportation Security Administration,2017-07-30,2018-07-30,d41a6b8a-9d6a-0d28-7e24-989e31731aad-C,,766,department-of-homeland-security,CONT_AWD_HSTS0217JOIA112_7013_HSTS0212DTTC221_7013
29710399,SPE60218FA152,BP,25333378.56,,"8504875772!TURBINE FUEL,AVIATION",DELIVERY ORDER,,,,,,Department of Defense,Defense Logistics Agency,2017-10-25,2017-12-01,7ebdea57-2764-3978-cdc6-79c5e511bfe3-C,,1173,department-of-defense,CONT_AWD_SPE60218FA152_9700_SPE60017D0467_9700
15070227,FA868217C0037,LMT,556375921.9,52992397.25,JOINT AIR TO SURFACE STANDOFF MISSILE--LOT 15,DEFINITIVE CONTRACT,['Q'],,,,,Department of Defense,Defense Contract Management Agency,2017-06-01,2022-08-31,695d5739-ecc3-8484-ba2b-f9c8b4652a4a-C,,1173,department-of-defense,CONT_AWD_FA868217C0037_9700_-NONE-_-NONE-
21858768,GSQ0417DB0053,NOC,81018586.47,-237624.76,"IGF::CL,CT::IGF  USAFCENT/FP SECURITY SUPPORT SERVICES",DELIVERY ORDER,['Q'],,,,,General Services Administration,Federal Acquisition Service,2017-07-03,2023-01-02,20e2511b-72bb-ef09-f739-ac4bc059bafb-C,,614,general-services-administration,CONT_AWD_GSQ0417DB0053_4732_GS00Q14OADU125_4732
4674353,0904,RTX,45220758.78,,IGF::OT::IGF THIS CONTRACT ACTION ESTABLISHES TO 0904 AND FULLY FUNDS CLIN 9155. WKRP 10375 JMRC I-BOX SOC WKRP 10381 JMRC ANNUAL OVER-ARCHING ROTATIONAL SUPPORT.,DELIVERY ORDER,,,,,,Department of Defense,Department of the Army,2017-05-01,2019-10-31,9a1a05d2-9e68-40ad-a50b-cbe6fff280a6-C,,1173,department-of-defense,CONT_AWD_0904_9700_W900KK07D0001_9700
36094482,VA24017J0403,PSNL,36616650.0,,GENOMIC SEQUENCING IGF::OT::IGF,DELIVERY ORDER,,,,,,Department of Veterans Affairs,Department of Veterans Affairs,2017-09-28,2018-09-27,df2b215e-479e-529a-915a-65ba5038d451-C,,561,department-of-veterans-affairs,CONT_AWD_VA24017J0403_3600_VA24017D0103_3600
14958483,FA811017F0009,NOC,29827138.0,,"PROXIMITY SWITCH LOGIC UNIT (PSLU) FORM, FIT, AND FUNCTION (F3)",DELIVERY ORDER,,,,,,Department of Defense,Department of the Air Force,2017-09-27,2019-06-27,a4e18d9e-ec75-2c26-9475-543f727fdbe7-C,,1173,department-of-defense,CONT_AWD_FA811017F0009_9700_FA861614D6060_9700
8287627,70B01C18F00000017,VFC,40579425.98,,NON-MILITARY UNIFORMS USED BY THE DEPARTMENT OF HOMELAND SECURITY.  FUNDING FOR CBP OPERATIONS FY18.,DELIVERY ORDER,['9'],,,,,Department of Homeland Security,U.S. Customs and Border Protection,2017-11-16,2018-10-31,0b1509ce-560e-9b08-5f87-2c52a8cdfba5-C,,766,department-of-homeland-security,CONT_AWD_70B01C18F00000017_7014_HSBP1014D00034_7014
23325934,HHSM500201700024G,GD,25847389.35,,IGF::OT::IGF PAYMENT POLICY AND FINANCIAL MANAGEMENT GROUP PREMIUM STABILIZATION PROGRAMS OPERATIONAL SUPPORT,DELIVERY ORDER,['Q'],,,,,Department of Health and Human Services,Centers for Medicare and Medicaid Services,2017-04-04,2020-01-21,455555be-773d-eab1-1e6b-7b94400b757e-C,,806,department-of-health-and-human-services,CONT_AWD_HHSM500201700024G_7530_GS00F256CA_4732
4717704,0957,RTX,54167414.27,,"IGF::OT::IGF  THE PURPOSE OF THIS TASK ORDER IS FOR CIO-G6 SUPPORT AND SCHOOLHOUSE TRAINING SUPPORT AT THE U.S. ARMY INTELLIGENCE TRAINING CENTER OF EXCELLENCE AT FORT HUACHUCA, AZ.",DELIVERY ORDER,,,,,,Department of Defense,Department of the Army,2017-09-18,2018-08-15,9a1a05d2-9e68-40ad-a50b-cbe6fff280a6-C,,1173,department-of-defense,CONT_AWD_0957_9700_W900KK07D0001_9700
